rainfall_24h,rainfall_7d,temperature,humidity,wind_speed,elevation,river_proximity,flood_history_freq,soil_saturation_idx,population_density,twi,scs_runoff_mm,scs_runoff_ratio,fhi,hand_m,soil_saturation_theta,cn_effective,amc_class,imd_24h_class,rational_Q_m3s,risk_level
8.843,58.615,36.08,58.35,2.539,939.91,4.021,0.1448,0.114952,55000.0,6.974371,0.7387,0.083537,0.348636,15.3917,0.114952,92.0,AMC-II,light,0.0227,1
20.987,107.387,35.18,96.34,3.173,960.0,0.182,0.3694,0.200464,33932.0,9.292625,11.3523,0.540929,0.412964,89.6351,0.200464,95.5270847381434,AMC-III,light,2.3152,1
1.84,46.169,25.43,51.91,11.891,912.09,1.04,0.2744,0.091704,39199.0,8.22576,0.0,0.0,0.361983,25.9977,0.091704,76.27500606733003,AMC-I,dry,0.0083,1
19.676,163.02,28.93,67.2,4.903,931.89,3.772,0.3702,0.287963,46939.0,6.976025,16.7542,0.851485,0.471195,14.4138,0.287963,98.94175341994321,AMC-III,light,0.5452,2
1.877,23.509,25.21,39.75,6.348,896.37,2.139,0.2642,0.047798,39843.0,7.427685,0.0,0.0,0.349779,9.8451,0.047798,76.27500606733003,AMC-I,dry,0.0049,1
6.051,168.806,28.09,57.7,0.889,914.82,4.086,0.3818,0.296494,43133.0,6.764456,1.6458,0.271974,0.390046,9.7312,0.296494,97.02743230131428,AMC-III,dry,0.0499,1
4.813,43.157,29.96,91.82,0.622,883.23,0.1,0.2035,0.085986,41677.0,10.147088,0.0,0.0,0.475109,13.2318,0.085986,76.27500606733003,AMC-I,dry,0.0557,2
15.697,75.895,17.39,78.17,17.551,875.9,1.198,0.7219,0.146249,46218.0,7.782569,12.8502,0.818628,0.558104,3.3391,0.146249,98.94175341994321,AMC-III,light,1.0521,2
3.292,72.266,37.52,58.57,13.81,912.95,0.555,0.1881,0.13977,29842.0,8.523605,0.0,0.0,0.35922,35.8559,0.13977,85.0,AMC-II,dry,0.0217,1
20.179,56.708,28.09,88.21,21.883,870.0,3.872,0.5077,0.111429,55000.0,6.313636,6.5639,0.325279,0.431185,0.0,0.111429,92.0,AMC-II,light,0.2087,1
0.981,7.463,31.3,90.87,11.129,943.94,3.915,0.3302,0.015427,27704.0,6.351563,0.0,0.0,0.287225,16.6686,0.015427,71.29975254791762,AMC-I,dry,0.0015,1
6.084,39.689,30.9,44.46,7.87,903.19,4.111,0.0289,0.079359,53352.0,6.946993,0.0,0.0,0.336401,7.1669,0.079359,83.44822581815542,AMC-I,dry,0.0092,1
12.941,90.414,30.99,73.79,10.392,937.76,3.949,0.2882,0.171686,34678.0,6.551318,4.9685,0.383922,0.376082,15.1575,0.171686,95.5270847381434,AMC-III,light,0.1552,1
50.123,317.495,21.18,76.82,6.799,889.38,4.81,0.1029,0.483896,24765.0,5.959232,26.3582,0.525875,0.475175,3.6387,0.483896,89.49303405572755,AMC-III,moderate,0.69,2
40.629,165.255,18.98,57.87,2.899,886.02,5.102,0.3946,0.291271,38064.0,6.14417,32.5832,0.801973,0.492784,2.8505,0.291271,97.02743230131428,AMC-III,moderate,0.8085,2
10.911,108.194,33.07,41.53,13.617,928.56,0.927,0.1553,0.201806,55000.0,8.738974,8.2154,0.752921,0.463375,38.6458,0.201806,98.94175341994321,AMC-III,light,0.8002,2
11.462,105.144,34.62,73.27,0.807,921.02,1.47,0.2993,0.196718,43566.0,7.990887,5.548,0.484013,0.438608,25.1778,0.196718,97.02743230131428,AMC-III,light,0.3914,1
8.815,110.275,25.65,90.22,57.579,941.1,1.286,0.1535,0.20526,27579.0,7.571183,2.2603,0.256404,0.362991,38.4243,0.20526,95.5270847381434,AMC-III,light,0.1759,1
34.976,201.611,27.35,74.79,12.325,918.44,2.142,0.6312,0.342969,50743.0,7.74743,31.9146,0.912472,0.56629,18.0697,0.342969,98.94175341994321,AMC-III,light,1.679,2
5.658,43.213,15.77,89.39,0.911,939.82,2.547,0.0273,0.086094,42943.0,7.324184,0.0,0.0,0.324667,22.6692,0.086094,76.27500606733003,AMC-I,dry,0.0129,1
40.8,270.187,26.35,74.84,8.94,903.05,2.861,0.1655,0.430439,44900.0,7.248297,32.7498,0.80269,0.536704,9.7498,0.430439,97.02743230131428,AMC-III,moderate,1.3546,2
5.16,23.667,28.13,96.5,5.91,872.49,3.063,0.1867,0.04811,38834.0,6.362538,0.0,0.0,0.343835,0.6943,0.04811,76.27500606733003,AMC-I,dry,0.0101,1
8.566,51.288,31.16,80.67,20.761,900.93,0.919,0.2769,0.10134,27637.0,7.927939,0.0,0.0,0.386419,20.5192,0.10134,85.0,AMC-II,light,0.042,1
5.442,64.51,22.43,67.96,22.242,900.64,2.253,0.2578,0.125755,25825.0,6.904739,0.0,0.0,0.348895,10.9841,0.125755,85.0,AMC-II,dry,0.0137,1
25.221,181.036,29.26,81.72,29.443,949.56,3.834,0.3204,0.314192,38339.0,6.658377,17.809,0.706108,0.444048,18.2653,0.314192,97.02743230131428,AMC-III,light,0.5712,1
40.944,204.545,21.13,89.47,7.901,957.03,6.944,0.3502,0.346972,40038.0,5.724957,32.8901,0.803288,0.454369,11.6721,0.346972,97.02743230131428,AMC-III,moderate,0.6141,2
16.334,174.068,30.96,45.96,1.662,960.0,2.49,0.2914,0.304164,36874.0,6.752897,9.6805,0.59265,0.40849,29.7654,0.304164,97.02743230131428,AMC-III,light,0.45,1
7.543,33.968,28.59,78.83,12.484,913.08,3.3,0.0915,0.068321,41609.0,6.974179,0.0,0.0,0.33939,11.2625,0.068321,76.27500606733003,AMC-I,light,0.0138,1
17.233,160.958,22.16,88.16,2.886,905.2,7.933,0.4247,0.284897,26010.0,5.508592,8.2497,0.478707,0.373358,4.1687,0.284897,95.5270847381434,AMC-III,light,0.136,1
0.95,74.86,23.74,78.87,13.956,924.02,2.477,0.4761,0.144405,41997.0,7.326777,0.0,0.0,0.349302,17.9452,0.144405,97.02743230131428,AMC-III,dry,0.0022,1
1.4,18.351,31.04,56.5,17.169,917.92,2.274,0.5098,0.03751,27084.0,6.936077,0.0,0.0,0.33019,17.0504,0.03751,71.29975254791762,AMC-I,dry,0.0035,1
6.974,68.06,28.56,82.47,7.458,908.28,4.207,0.3394,0.132198,36397.0,6.528984,0.0001,9e-06,0.343113,8.0978,0.132198,88.0,AMC-II,dry,0.0103,1
4.34,52.849,28.65,35.73,3.636,957.53,1.172,0.2742,0.104258,30955.0,7.477451,0.0,0.0,0.305499,50.2525,0.104258,85.0,AMC-II,dry,0.018,1
4.361,74.821,21.63,57.98,13.744,904.02,1.42,0.0926,0.144335,44257.0,8.055385,0.743,0.170378,0.389226,17.1968,0.144335,97.02743230131428,AMC-III,dry,0.0538,1
4.99,20.711,18.71,80.53,6.367,920.36,1.141,0.2502,0.04223,25869.0,7.636282,0.0,0.0,0.339843,29.3994,0.04223,71.29975254791762,AMC-I,dry,0.0211,1
6.481,88.498,24.67,79.26,7.33,871.33,0.232,0.3445,0.168372,34916.0,8.906184,1.0523,0.162361,0.513468,1.314,0.168372,95.5270847381434,AMC-III,dry,0.1999,2
5.494,34.893,26.91,52.01,0.84,904.95,1.184,0.3367,0.070114,31063.0,7.785829,0.0,0.0,0.372425,19.9293,0.070114,71.29975254791762,AMC-I,dry,0.0227,1
4.768,135.178,26.04,35.99,11.512,903.51,3.668,0.1107,0.24544,24502.0,6.326988,0.0,0.0,0.32731,7.9963,0.24544,89.49303405572755,AMC-III,dry,0.0079,1
68.4,447.811,29.63,44.21,4.22,914.0,0.562,0.4928,0.606604,13367.0,7.854598,42.254,0.61775,0.601126,36.5879,0.606604,89.49303405572755,AMC-III,heavy,5.5324,2
27.839,169.206,41.36,50.79,3.956,936.08,2.591,0.3745,0.29708,45084.0,7.373052,24.8252,0.891732,0.500059,21.1572,0.29708,98.94175341994321,AMC-III,light,1.1163,2
9.742,44.533,24.12,53.37,2.395,896.38,3.305,0.4275,0.088603,37404.0,6.841794,0.0,0.0,0.368388,6.888,0.088603,76.27500606733003,AMC-I,light,0.0178,1
5.8,41.695,22.76,86.38,26.627,896.63,0.964,0.2834,0.083198,33853.0,8.109569,0.0,0.0,0.389355,17.1887,0.083198,71.29975254791762,AMC-I,dry,0.0275,1
54.574,363.652,26.31,89.31,10.35,884.15,5.638,0.1621,0.531213,42282.0,6.074972,46.2317,0.847142,0.540127,2.3005,0.531213,97.02743230131428,AMC-III,moderate,1.047,2
21.046,139.415,32.89,49.01,11.901,915.68,2.978,0.1785,0.252072,29497.0,6.714107,11.4024,0.541792,0.421704,13.03,0.252072,95.5270847381434,AMC-III,light,0.4557,1
4.393,41.44,21.71,42.94,13.681,875.66,0.837,0.0767,0.082711,26757.0,7.489922,0.0,0.0,0.383253,3.9491,0.082711,71.29975254791762,AMC-I,dry,0.0228,1
16.843,73.738,31.11,65.28,3.624,952.92,0.517,0.4038,0.142403,27711.0,8.347872,1.1778,0.069929,0.339184,70.9441,0.142403,85.0,AMC-II,light,0.161,1
11.068,122.03,37.66,88.66,6.27,933.27,3.484,0.3647,0.224486,25117.0,6.402794,3.6683,0.331436,0.374386,15.7876,0.224486,95.5270847381434,AMC-III,light,0.128,1
30.872,92.11,36.39,77.99,4.131,912.87,1.683,0.3707,0.174606,53836.0,8.0384,27.8355,0.901636,0.534571,19.2044,0.174606,98.94175341994321,AMC-III,light,1.7724,2
26.715,97.493,24.44,98.14,12.009,920.93,12.784,0.2852,0.183812,34540.0,5.171651,16.3474,0.611918,0.363021,3.8324,0.183812,95.5270847381434,AMC-III,light,0.1711,1
1.56,24.143,25.69,56.82,12.114,927.09,2.617,0.151,0.049053,35778.0,7.061211,0.0,0.0,0.311678,18.1293,0.049053,76.27500606733003,AMC-I,dry,0.0035,1
23.434,106.596,35.81,71.47,0.791,923.69,3.547,0.5668,0.199145,30681.0,6.553289,13.4548,0.574168,0.439776,13.1887,0.199145,95.5270847381434,AMC-III,light,0.4621,1
32.566,144.288,23.11,71.48,3.622,873.15,4.891,0.1492,0.259626,53527.0,6.10641,29.5185,0.906418,0.481848,0.5829,0.259626,98.94175341994321,AMC-III,light,0.7611,2
2.405,46.814,32.78,52.28,13.209,942.35,7.746,0.2588,0.092924,19493.0,5.36321,0.0,0.0,0.256553,8.7624,0.092924,55.511379832865735,AMC-I,dry,0.002,1
3.732,13.262,34.42,84.02,3.228,913.27,1.977,0.2662,0.027251,37920.0,7.454509,0.0,0.0,0.342556,17.1778,0.027251,76.27500606733003,AMC-I,dry,0.0105,1
2.85,17.608,21.2,83.7,0.933,885.57,5.908,0.2855,0.036019,32615.0,5.808105,0.0,0.0,0.294726,2.4251,0.036019,71.29975254791762,AMC-I,dry,0.0031,1
0.828,73.267,27.58,94.65,3.82,914.82,6.029,0.4869,0.141561,13761.0,5.477222,0.0,0.0,0.283212,6.85,0.141561,74.0,AMC-II,dry,0.0009,1
6.429,53.253,22.7,54.07,3.591,916.64,5.478,0.4036,0.10501,26054.0,5.926384,0.0,0.0,0.313304,7.7822,0.10501,85.0,AMC-II,dry,0.0075,1
11.256,55.276,24.5,96.93,2.017,927.79,5.91,0.3315,0.108776,46109.0,6.400702,1.6169,0.143644,0.346726,8.9962,0.108776,92.0,AMC-II,light,0.0351,1
51.048,226.19,18.8,48.81,11.562,892.2,2.481,0.1427,0.375766,38359.0,7.206639,42.7674,0.837786,0.561339,7.3635,0.375766,97.02743230131428,AMC-III,moderate,1.9944,2
9.154,39.075,23.68,85.17,11.462,886.35,2.997,0.1274,0.07818,41181.0,6.877715,0.0,0.0,0.358748,4.6377,0.07818,76.27500606733003,AMC-I,light,0.0182,1
22.783,192.868,27.72,93.77,11.661,936.2,6.122,0.3094,0.330891,47157.0,6.386305,19.8191,0.869892,0.450201,9.9771,0.330891,98.94175341994321,AMC-III,light,0.416,2
6.113,43.939,31.27,68.75,0.48,893.02,4.067,0.3504,0.087474,32954.0,6.4657,0.0,0.0,0.340211,5.0176,0.087474,71.29975254791762,AMC-I,dry,0.0093,1
22.145,110.852,30.26,88.63,8.491,959.04,2.331,0.3246,0.206215,45520.0,7.127781,19.1885,0.866492,0.448286,31.0596,0.206215,98.94175341994321,AMC-III,light,0.9422,1
57.795,445.54,26.48,93.16,4.093,924.94,2.009,0.0988,0.604739,55000.0,7.825211,54.6581,0.945723,0.615146,21.5416,0.604739,98.94175341994321,AMC-III,moderate,3.0282,2
16.911,97.15,31.83,44.0,7.092,913.76,3.2,0.0753,0.183228,45269.0,7.124763,14.038,0.830095,0.445709,11.745,0.183228,98.94175341994321,AMC-III,light,0.5274,1
12.666,60.449,26.52,41.88,28.125,922.3,1.281,0.2788,0.118329,33206.0,7.777615,0.2823,0.022287,0.374297,28.3387,0.118329,85.0,AMC-II,light,0.0494,1
16.773,84.742,25.39,55.06,22.398,932.88,2.036,0.1354,0.16184,34477.0,7.304958,7.882,0.46992,0.398618,24.3999,0.16184,95.5270847381434,AMC-III,light,0.432,1
30.728,153.042,29.69,88.95,2.343,897.56,4.656,0.2217,0.273006,27300.0,6.144744,19.9714,0.649934,0.43516,5.3263,0.273006,95.5270847381434,AMC-III,light,0.5384,1
29.14,155.808,28.67,51.7,4.395,901.55,1.888,0.2573,0.277184,38097.0,7.513151,21.5142,0.738306,0.502919,12.9737,0.277184,97.02743230131428,AMC-III,light,1.2522,2
71.964,280.246,32.52,58.55,4.744,905.86,3.084,0.061,0.44225,29578.0,6.677167,59.4278,0.825804,0.575435,9.9316,0.44225,95.5270847381434,AMC-III,heavy,2.3047,2
14.634,110.412,32.82,68.19,4.154,917.72,1.318,0.4334,0.205487,48895.0,8.308025,11.8134,0.807239,0.501489,25.382,0.205487,98.94175341994321,AMC-III,light,0.9034,2
20.319,157.909,32.13,61.31,1.353,902.2,3.748,0.4501,0.280341,31852.0,6.526273,10.7885,0.530954,0.440913,7.5408,0.280341,95.5270847381434,AMC-III,light,0.353,1
26.038,197.613,27.01,91.39,8.957,944.04,1.908,0.1053,0.337473,23460.0,7.00533,8.0764,0.310174,0.393955,30.2039,0.337473,89.49303405572755,AMC-III,light,0.4662,1
31.252,213.957,24.59,78.38,27.291,960.0,2.898,0.3123,0.359653,48977.0,6.938621,28.2129,0.902751,0.487557,26.2607,0.359653,98.94175341994321,AMC-III,light,1.1539,2
45.89,318.331,24.81,74.02,10.314,897.16,1.025,0.4485,0.484795,39247.0,8.243512,37.7142,0.821835,0.618193,16.9185,0.484795,97.02743230131428,AMC-III,moderate,3.4375,2
29.374,207.724,23.48,92.68,2.941,921.3,5.183,0.1648,0.351282,36831.0,6.296706,21.7371,0.74001,0.442179,9.003,0.351282,97.02743230131428,AMC-III,light,0.5317,1
27.655,78.248,32.22,38.12,4.027,898.0,2.932,0.226,0.150423,33052.0,6.843969,17.1882,0.621534,0.448935,8.0915,0.150423,95.5270847381434,AMC-III,light,0.6962,1
18.475,112.555,28.26,54.24,5.141,923.59,2.199,0.2618,0.209025,35090.0,7.237909,11.5886,0.627257,0.437247,19.5806,0.209025,97.02743230131428,AMC-III,light,0.5968,1
23.482,117.336,21.95,41.51,5.823,917.24,1.157,0.3985,0.216865,21800.0,7.47283,6.4826,0.276064,0.425163,27.3306,0.216865,89.49303405572755,AMC-III,light,0.5437,1
62.273,219.951,34.58,39.66,22.777,934.7,5.304,0.7514,0.367598,40913.0,6.385684,53.8194,0.864245,0.57311,11.1176,0.367598,97.02743230131428,AMC-III,moderate,1.289,2
10.439,82.111,24.92,57.16,16.582,870.0,1.215,0.0902,0.157234,17172.0,6.646019,0.584,0.055938,0.390389,0.0,0.157234,89.49303405572755,AMC-III,light,0.0473,1
5.81,34.814,28.64,57.55,9.394,898.74,8.785,0.3346,0.069961,8397.0,4.939786,0.0,0.0,0.260713,3.092,0.069961,55.511379832865735,AMC-I,dry,0.0043,1
6.678,46.879,28.07,45.9,17.707,874.6,2.086,0.1857,0.093048,25742.0,6.460338,0.0,0.0,0.356802,1.7503,0.093048,71.29975254791762,AMC-I,dry,0.0179,1
48.231,336.738,33.84,59.58,3.496,902.4,7.28,0.297,0.504177,34981.0,5.845709,36.409,0.754883,0.494178,4.1584,0.504177,95.5270847381434,AMC-III,moderate,0.6505,2
24.072,115.477,27.19,62.23,6.518,911.65,4.937,0.11,0.213825,34076.0,6.274461,14.0115,0.58207,0.401662,7.637,0.213825,95.5270847381434,AMC-III,light,0.3582,1
16.116,129.478,33.95,38.84,9.166,938.62,4.583,0.2721,0.236427,34593.0,6.375884,7.3627,0.456863,0.385616,13.4521,0.236427,95.5270847381434,AMC-III,light,0.2013,1
25.296,183.261,32.78,86.2,1.996,895.64,5.119,0.0549,0.317364,33134.0,6.205175,15.0872,0.596435,0.415662,4.5502,0.317364,95.5270847381434,AMC-III,light,0.3732,1
6.747,32.807,25.28,76.4,21.585,910.51,3.28,0.1371,0.066064,42584.0,7.011356,0.0,0.0,0.341714,10.6448,0.066064,76.27500606733003,AMC-I,dry,0.0124,1
71.549,407.027,25.47,55.76,0.247,923.84,0.492,0.0919,0.571717,18595.0,8.185437,45.0852,0.630128,0.605685,46.7797,0.571717,89.49303405572755,AMC-III,heavy,6.3161,2
16.672,117.13,38.43,76.33,1.495,902.44,2.924,0.3918,0.216529,32194.0,6.82001,7.8015,0.467947,0.43042,9.3966,0.216529,95.5270847381434,AMC-III,light,0.3167,1
77.642,429.753,25.88,74.55,12.481,897.87,1.69,0.358,0.591523,51385.0,8.033621,74.4747,0.959203,0.708813,12.4488,0.591523,98.94175341994321,AMC-III,heavy,4.6821,3
6.832,35.537,32.04,43.06,35.534,890.85,0.282,0.3274,0.071361,24955.0,8.920559,0.0,0.0,0.442949,20.2457,0.071361,55.511379832865735,AMC-I,dry,0.0607,1
6.701,39.032,24.03,59.85,3.394,918.94,2.187,0.1784,0.078097,28128.0,7.013287,0.0,0.0,0.335166,17.9596,0.078097,71.29975254791762,AMC-I,dry,0.0173,1
57.837,239.766,24.13,60.24,2.074,945.0,2.224,0.1005,0.393174,37269.0,7.297497,49.4441,0.854889,0.538132,27.1633,0.393174,97.02743230131428,AMC-III,moderate,2.5234,2
34.067,279.285,25.38,47.98,45.617,960.0,1.753,0.3473,0.441132,26455.0,6.816655,23.0404,0.676334,0.453538,39.1246,0.441132,95.5270847381434,AMC-III,light,1.4215,2
8.997,128.601,32.83,72.23,3.012,951.27,5.153,0.2656,0.23503,38294.0,6.239136,3.6368,0.404237,0.360199,14.3351,0.23503,97.02743230131428,AMC-III,light,0.0894,1
14.32,47.238,28.41,86.76,13.086,959.08,3.926,0.1709,0.093725,36177.0,6.231461,0.0,0.0,0.316534,20.031,0.093725,76.27500606733003,AMC-I,light,0.0225,1
4.634,55.826,35.93,40.34,1.39,912.27,1.886,0.1576,0.109796,35185.0,7.415652,0.0,0.0,0.346711,17.3955,0.109796,88.0,AMC-II,dry,0.0135,1
74.221,229.896,20.84,49.71,8.121,900.11,0.562,0.0663,0.380566,21375.0,8.173383,47.5028,0.640021,0.596101,25.0282,0.380566,89.49303405572755,AMC-III,heavy,6.2162,2
22.143,136.687,29.24,46.73,17.151,881.05,0.566,0.304,0.247809,31580.0,8.214898,12.3396,0.557259,0.523986,9.1681,0.247809,95.5270847381434,AMC-III,light,1.6097,2
30.764,105.221,31.35,45.6,15.518,922.73,1.767,0.2948,0.196848,43969.0,7.790606,23.0635,0.749681,0.492132,22.7922,0.196848,97.02743230131428,AMC-III,light,1.4144,2
7.536,44.03,28.23,81.22,11.088,928.01,0.475,0.2243,0.087648,46413.0,9.349519,0.0,0.0,0.404429,50.9329,0.087648,83.44822581815542,AMC-I,light,0.0537,1
4.645,31.596,31.47,67.01,5.865,888.76,1.071,0.2119,0.063705,39229.0,8.089033,0.0,0.0,0.390042,11.3862,0.063705,76.27500606733003,AMC-I,dry,0.0205,1
2.024,54.99,29.15,87.68,23.225,899.4,3.884,0.0856,0.108244,38501.0,6.685828,0.0,0.0,0.3171,6.6728,0.108244,88.0,AMC-II,dry,0.0032,1
5.822,39.051,24.97,66.66,0.001,876.54,6.585,0.8442,0.078134,20063.0,5.093493,0.0,0.0,0.321653,0.9218,0.078134,55.511379832865735,AMC-I,dry,0.0057,1
4.895,15.43,29.26,35.9,2.989,885.83,1.259,0.6797,0.031634,45608.0,8.023053,0.0,0.0,0.419929,8.6778,0.031634,83.44822581815542,AMC-I,dry,0.0193,1
24.349,113.089,19.3,93.69,17.449,916.45,2.038,0.2282,0.209904,48478.0,7.773688,21.3669,0.877539,0.497077,18.0147,0.209904,98.94175341994321,AMC-III,light,1.1703,2
36.275,178.107,29.25,77.27,17.233,898.09,3.424,0.14,0.309995,35421.0,6.739375,28.3621,0.781857,0.487959,7.1149,0.309995,97.02743230131428,AMC-III,moderate,1.0046,2
4.234,45.27,28.78,93.11,1.938,942.16,4.5,0.4857,0.090001,31358.0,6.30209,0.0,0.0,0.315303,14.3785,0.090001,71.29975254791762,AMC-I,dry,0.0059,1
6.949,155.545,29.76,85.05,16.735,960.0,3.211,0.256,0.276787,25934.0,6.137102,1.269,0.182601,0.334582,24.0818,0.276787,95.5270847381434,AMC-III,dry,0.0475,1
62.625,251.874,16.47,66.6,0.018,907.56,0.894,0.2653,0.40829,19744.0,7.658304,37.123,0.59278,0.564047,25.2894,0.40829,89.49303405572755,AMC-III,moderate,3.7016,2
28.305,120.129,27.22,37.34,8.328,902.31,1.506,0.042,0.221408,41573.0,7.892623,20.7209,0.732052,0.493675,15.6731,0.221408,97.02743230131428,AMC-III,light,1.4354,2
20.144,173.843,22.35,80.79,13.958,900.63,1.318,0.3074,0.303838,27108.0,7.52813,10.6417,0.528271,0.472013,16.286,0.303838,95.5270847381434,AMC-III,light,0.8136,2
10.73,63.668,23.98,86.01,3.292,948.88,3.532,0.2376,0.124222,29079.0,6.499634,0.0669,0.006231,0.324864,19.4499,0.124222,85.0,AMC-II,light,0.0185,1
9.62,91.03,23.1,98.16,19.938,934.31,1.728,0.3863,0.172748,42554.0,7.768051,4.1033,0.426554,0.415149,28.2569,0.172748,97.02743230131428,AMC-III,light,0.256,1
25.896,180.982,29.57,51.1,28.03,898.03,0.349,0.6267,0.314115,40166.0,9.396526,18.4431,0.712201,0.614926,26.4284,0.314115,97.02743230131428,AMC-III,light,3.0185,2
0.828,15.422,26.53,94.35,24.299,926.23,6.982,0.3671,0.031619,44543.0,6.152986,0.0,0.0,0.288536,7.504,0.031619,76.27500606733003,AMC-I,dry,0.0008,1
9.935,63.228,34.95,76.19,14.045,900.57,0.788,0.2569,0.123417,55000.0,8.92352,1.103,0.111014,0.436452,21.9781,0.123417,92.0,AMC-II,light,0.119,1
3.77,36.177,35.83,53.53,2.029,887.59,2.396,0.3841,0.072599,41260.0,7.190613,0.0,0.0,0.367448,6.0028,0.072599,76.27500606733003,AMC-I,dry,0.009,1
52.131,267.461,26.35,73.66,5.641,942.65,1.538,0.4397,0.427195,40421.0,7.828452,43.831,0.840781,0.565067,34.7313,0.427195,97.02743230131428,AMC-III,moderate,2.9893,2
22.557,165.78,28.72,72.4,1.741,882.26,4.377,0.3959,0.292045,11384.0,5.451829,5.9322,0.26298,0.384218,2.5035,0.292045,89.49303405572755,AMC-III,light,0.1691,1
6.046,71.441,36.35,40.06,5.071,877.2,4.864,0.4087,0.138289,34599.0,5.829548,0.0,0.0,0.335703,1.3381,0.138289,85.0,AMC-II,dry,0.0078,1
14.99,97.451,30.42,91.01,10.756,905.4,4.36,0.2904,0.183741,51845.0,6.874093,12.1598,0.811204,0.449958,7.2569,0.183741,98.94175341994321,AMC-III,light,0.3478,1
54.945,417.288,36.26,74.75,13.96,882.96,0.117,0.3712,0.580776,47136.0,10.2802,51.8143,0.943019,0.779333,12.957,0.580776,98.94175341994321,AMC-III,moderate,11.6689,3
9.101,104.472,32.48,79.26,1.195,937.15,0.589,0.2813,0.195594,25945.0,8.310425,2.4275,0.266733,0.369174,54.8518,0.195594,95.5270847381434,AMC-III,light,0.3098,1
11.857,62.827,28.65,71.41,3.186,912.31,3.121,0.1717,0.122685,33832.0,6.797011,0.1753,0.014785,0.350855,11.6002,0.122685,85.0,AMC-II,light,0.0228,1
12.758,81.271,26.5,98.88,13.845,895.44,0.6,0.1322,0.155757,34624.0,8.635776,4.837,0.379133,0.452732,20.6315,0.155757,95.5270847381434,AMC-III,light,0.611,2
4.045,33.083,36.25,60.97,21.665,901.47,11.209,0.1074,0.0666,49329.0,5.688195,0.0,0.0,0.271078,2.6861,0.0666,83.44822581815542,AMC-I,dry,0.0024,1
17.894,147.698,30.6,90.32,3.722,923.95,1.026,0.3843,0.264867,42161.0,8.350031,11.0663,0.618449,0.476819,33.5897,0.264867,97.02743230131428,AMC-III,light,1.0078,2
5.456,31.606,24.66,48.83,13.406,960.0,0.376,0.2972,0.063724,25206.0,8.322187,0.0,0.0,0.305716,83.703,0.063724,71.29975254791762,AMC-I,dry,0.0433,1
3.211,34.012,21.76,49.59,13.841,905.44,1.162,0.07,0.068407,26955.0,7.65631,0.0,0.0,0.34199,20.4479,0.068407,71.29975254791762,AMC-I,dry,0.0134,1
2.736,81.244,28.16,56.82,1.168,911.48,2.903,0.6379,0.15571,40836.0,7.102041,0.1554,0.056786,0.373546,12.0898,0.15571,97.02743230131428,AMC-III,dry,0.0063,1
22.644,72.701,22.97,44.92,3.401,927.48,1.638,0.1599,0.140548,22225.0,7.125099,0.2446,0.0108,0.360279,26.2569,0.140548,74.0,AMC-II,light,0.0736,1
2.648,42.272,31.6,96.91,8.491,960.0,1.79,0.2257,0.084301,17617.0,6.50767,0.0,0.0,0.276164,38.5173,0.084301,55.511379832865735,AMC-I,dry,0.008,1
32.782,279.516,29.15,89.75,24.762,895.32,2.941,0.4746,0.441402,43018.0,7.155516,24.9965,0.762504,0.539857,7.2976,0.441402,97.02743230131428,AMC-III,light,1.0098,2
9.835,54.695,27.17,57.0,1.448,894.37,6.417,0.3998,0.107696,27499.0,5.788293,0.0166,0.001686,0.320957,3.5162,0.107696,85.0,AMC-II,light,0.0099,1
16.966,123.37,18.32,93.51,7.611,934.88,4.104,0.4941,0.226648,21657.0,6.118007,2.9652,0.174768,0.367061,14.029,0.226648,89.49303405572755,AMC-III,light,0.0895,1
34.7,165.827,29.31,42.57,16.314,897.49,4.87,0.1019,0.292114,33064.0,6.260981,23.6269,0.680899,0.442974,5.1038,0.292114,95.5270847381434,AMC-III,light,0.6116,1
46.069,311.729,20.14,38.49,1.047,891.67,1.142,0.5074,0.477659,23778.0,7.558727,23.0011,0.49928,0.56173,12.639,0.477659,89.49303405572755,AMC-III,moderate,1.947,2
21.793,203.014,34.5,92.39,4.216,942.37,1.07,0.1093,0.344886,47034.0,8.482187,18.8412,0.864542,0.480363,43.9381,0.344886,98.94175341994321,AMC-III,light,1.6677,2
6.74,129.272,24.51,78.34,1.448,917.8,5.72,0.0379,0.236099,35222.0,6.135112,2.0724,0.30748,0.337085,7.6671,0.236099,97.02743230131428,AMC-III,dry,0.0463,1
4.296,56.249,31.64,43.44,6.075,930.39,12.548,0.2596,0.11058,21754.0,4.888772,0.0,0.0,0.250533,4.6256,0.11058,74.0,AMC-II,dry,0.0023,1
19.899,192.713,27.66,87.22,6.594,914.87,0.1,0.2167,0.330675,34900.0,10.138567,10.4359,0.524449,0.526504,44.8655,0.330675,95.5270847381434,AMC-III,light,2.4176,2
1.931,37.391,25.43,59.23,27.488,880.21,2.106,0.4862,0.074942,47730.0,7.29459,0.0,0.0,0.380157,3.859,0.074942,83.44822581815542,AMC-I,dry,0.0051,1
12.424,82.344,28.9,54.13,32.928,897.81,2.04,0.1889,0.157641,28402.0,7.099439,4.5996,0.37022,0.405279,10.7762,0.157641,95.5270847381434,AMC-III,light,0.2517,1
0.169,9.563,22.95,72.68,14.868,907.69,3.377,0.1416,0.019725,18266.0,6.225745,0.0,0.0,0.284171,9.6603,0.019725,55.511379832865735,AMC-I,dry,0.0003,1
